activity_id,employee_id,start_date,sport_type,distance_m,end_date,comment
971,50504,2025-06-11 02:46:18,Escalade,,2025-06-11 04:17:18,
972,50504,2025-06-12 08:17:18,Escalade,,2025-06-12 10:47:18,
973,50504,2025-06-25 00:15:18,Escalade,,2025-06-25 02:34:18,Nouveau record personnel !
974,50504,2025-07-04 05:38:18,Escalade,,2025-07-04 06:45:18,Bonne sortie
975,50504,2025-07-05 19:04:18,Escalade,,2025-07-05 21:43:18,Super conditions aujourd'hui
976,50504,2025-07-15 03:33:18,Escalade,,2025-07-15 04:44:18,Super conditions aujourd'hui
977,50504,2025-07-17 20:32:18,Escalade,,2025-07-17 22:47:18,
978,50504,2025-07-23 04:49:18,Escalade,,2025-07-23 06:52:18,Reprise du sport :)
979,50504,2025-07-23 19:33:18,Escalade,,2025-07-23 20:45:18,
980,50504,2025-07-25 21:35:18,Escalade,,2025-07-26 00:33:18,
981,50504,2025-08-02 19:10:18,Escalade,,2025-08-02 21:11:18,
982,50504,2025-08-06 20:37:18,Escalade,,2025-08-06 22:09:18,
983,50504,2025-08-10 00:05:18,Escalade,,2025-08-10 02:14:18,Fatigant mais satisfaisant
984,50504,2025-08-21 05:26:18,Escalade,,2025-08-21 07:14:18,Objectif atteint !
985,50504,2025-08-24 20:29:18,Escalade,,2025-08-24 23:13:18,Belle séance !
986,50504,2025-08-27 01:40:18,Escalade,,2025-08-27 04:29:18,Objectif atteint !
987,50504,2025-08-27 08:17:18,Escalade,,2025-08-27 11:17:18,Bonne sortie
988,50504,2025-09-02 19:40:18,Escalade,,2025-09-02 22:26:18,Reprise du sport :)
989,50504,2025-09-10 22:48:18,Escalade,,2025-09-11 01:35:18,Bonne sortie
990,50504,2025-09-13 23:56:18,Escalade,,2025-09-14 01:51:18,Super conditions aujourd'hui
991,50504,2025-09-16 05:01:18,Escalade,,2025-09-16 07:34:18,
992,50504,2025-09-17 01:24:18,Escalade,,2025-09-17 02:43:18,
993,50504,2025-09-21 19:40:18,Escalade,,2025-09-21 20:50:18,Reprise du sport :)
994,50504,2025-10-02 20:18:18,Escalade,,2025-10-02 22:34:18,
995,50504,2025-10-09 20:30:18,Escalade,,2025-10-09 21:32:18,Bonne sortie
996,50504,2025-10-20 00:54:18,Escalade,,2025-10-20 02:17:18,Séance de récupération
997,50504,2025-10-26 23:32:18,Escalade,,2025-10-27 01:57:18,Nouveau record personnel !
998,50504,2025-11-04 07:32:18,Escalade,,2025-11-04 09:21:18,Fatigant mais satisfaisant
999,50504,2025-11-15 04:22:18,Escalade,,2025-11-15 05:22:18,
1000,50504,2025-11-16 18:31:18,Escalade,,2025-11-16 20:32:18,Reprise du sport :)
1001,50504,2025-12-05 07:12:18,Escalade,,2025-12-05 08:38:18,Objectif atteint !
1002,50504,2025-12-15 00:18:18,Escalade,,2025-12-15 01:58:18,Reprise du sport :)
1003,50504,2025-12-17 02:32:18,Escalade,,2025-12-17 04:07:18,Fatigant mais satisfaisant
1004,50504,2025-12-25 03:25:18,Escalade,,2025-12-25 06:10:18,
1005,50504,2025-12-30 01:01:18,Escalade,,2025-12-30 03:05:18,
1006,50504,2025-12-30 06:55:18,Escalade,,2025-12-30 09:34:18,Super conditions aujourd'hui
1007,50504,2026-01-08 06:55:18,Escalade,,2026-01-08 09:35:18,
1008,50504,2026-01-16 07:17:18,Escalade,,2026-01-16 09:10:18,Super conditions aujourd'hui
1009,50504,2026-01-16 07:46:18,Escalade,,2026-01-16 10:39:18,
1010,50504,2026-01-16 08:25:18,Escalade,,2026-01-16 10:58:18,Reprise du sport :)
1011,50504,2026-01-22 08:19:18,Escalade,,2026-01-22 10:25:18,Belle séance !
1012,50504,2026-02-02 21:37:18,Escalade,,2026-02-02 23:57:18,Séance de récupération
1013,50504,2026-02-05 00:12:18,Escalade,,2026-02-05 02:48:18,
1014,50504,2026-02-09 02:50:18,Escalade,,2026-02-09 03:57:18,Fatigant mais satisfaisant
1015,50504,2026-02-21 04:37:18,Escalade,,2026-02-21 07:28:18,Super conditions aujourd'hui
1016,50504,2026-02-23 07:49:18,Escalade,,2026-02-23 08:57:18,
1017,50504,2026-02-25 23:15:18,Escalade,,2026-02-26 01:36:18,
1018,50504,2026-03-04 05:42:18,Escalade,,2026-03-04 08:18:18,Reprise du sport :)
1019,50504,2026-03-05 02:41:18,Escalade,,2026-03-05 04:46:18,Nouveau record personnel !
1020,50504,2026-03-10 19:16:18,Escalade,,2026-03-10 20:39:18,Belle séance !
1021,50504,2026-03-19 04:31:18,Escalade,,2026-03-19 05:42:18,Nouveau record personnel !
1022,50504,2026-03-21 07:46:18,Escalade,,2026-03-21 09:57:18,Objectif atteint !
1023,50504,2026-03-22 21:52:18,Escalade,,2026-03-22 23:13:18,Bonne sortie
1024,50504,2026-03-27 05:38:18,Escalade,,2026-03-27 07:42:18,Belle séance !
1025,50504,2026-03-30 04:10:18,Escalade,,2026-03-30 06:18:18,Reprise du sport :)
1026,50504,2026-04-02 00:10:18,Escalade,,2026-04-02 01:57:18,
1027,50504,2026-04-08 00:10:18,Escalade,,2026-04-08 02:38:18,
1028,50504,2026-04-15 21:52:18,Escalade,,2026-04-15 23:27:18,
1029,50504,2026-04-22 20:00:18,Escalade,,2026-04-22 22:15:18,Séance de récupération
1030,50504,2026-04-25 07:38:18,Escalade,,2026-04-25 09:38:18,Séance de récupération
1031,50504,2026-04-29 22:41:18,Escalade,,2026-04-30 00:30:18,
1032,50504,2026-05-04 03:08:18,Escalade,,2026-05-04 04:29:18,Fatigant mais satisfaisant
1033,50504,2026-05-04 07:56:18,Escalade,,2026-05-04 09:46:18,Séance de récupération
1034,50504,2026-05-10 08:24:18,Escalade,,2026-05-10 10:53:18,
1035,71190,2025-05-14 06:06:18,Badminton,,2025-05-14 07:22:18,Belle séance !
1036,71190,2025-06-02 21:41:18,Badminton,,2025-06-02 23:01:18,Reprise du sport :)
1037,71190,2025-06-17 08:22:18,Badminton,,2025-06-17 09:14:18,Belle séance !
1038,71190,2025-06-30 18:40:18,Badminton,,2025-06-30 19:20:18,
1039,71190,2025-07-02 20:47:18,Badminton,,2025-07-02 22:05:18,Objectif atteint !
1040,71190,2025-07-04 04:50:18,Badminton,,2025-07-04 05:39:18,Super conditions aujourd'hui
1041,71190,2025-08-04 08:05:18,Badminton,,2025-08-04 09:12:18,Objectif atteint !
1042,71190,2025-08-13 22:44:18,Badminton,,2025-08-14 00:05:18,
1043,71190,2025-08-14 00:17:18,Badminton,,2025-08-14 00:54:18,
1044,71190,2025-10-04 07:25:18,Badminton,,2025-10-04 08:04:18,Fatigant mais satisfaisant
1045,71190,2025-10-25 08:58:18,Badminton,,2025-10-25 09:39:18,Nouveau record personnel !
1046,71190,2025-11-01 03:30:18,Badminton,,2025-11-01 04:32:18,
1047,71190,2025-12-09 04:23:18,Badminton,,2025-12-09 05:04:18,Super conditions aujourd'hui
1048,71190,2025-12-16 18:29:18,Badminton,,2025-12-16 19:23:18,
1049,71190,2025-12-29 03:10:18,Badminton,,2025-12-29 04:39:18,
1050,71190,2026-01-12 05:41:18,Badminton,,2026-01-12 07:02:18,Objectif atteint !
1051,71190,2026-01-20 20:13:18,Badminton,,2026-01-20 20:59:18,Séance de récupération
1052,71190,2026-01-27 20:50:18,Badminton,,2026-01-27 21:37:18,Belle séance !
1053,71190,2026-02-03 20:42:18,Badminton,,2026-02-03 21:40:18,Reprise du sport :)
1054,71190,2026-02-24 20:08:18,Badminton,,2026-02-24 21:13:18,Bonne sortie
1055,71190,2026-03-27 04:19:18,Badminton,,2026-03-27 04:53:18,
1056,71190,2026-04-26 05:13:18,Badminton,,2026-04-26 05:45:18,Belle séance !
1057,71190,2026-04-28 08:00:18,Badminton,,2026-04-28 08:40:18,
1058,71190,2026-05-07 20:52:18,Badminton,,2026-05-07 21:45:18,
1059,90207,2025-05-25 01:09:18,Tennis,,2025-05-25 02:01:18,Séance de récupération
1060,90207,2025-05-29 03:30:18,Tennis,,2025-05-29 04:00:18,
1061,90207,2025-05-31 04:30:18,Tennis,,2025-05-31 05:31:18,
1062,90207,2025-06-08 05:12:18,Tennis,,2025-06-08 06:01:18,Fatigant mais satisfaisant
1063,90207,2025-06-17 19:37:18,Tennis,,2025-06-17 21:02:18,Séance de récupération
1064,90207,2025-06-21 04:34:18,Tennis,,2025-06-21 05:40:18,Belle séance !
1065,90207,2025-06-27 22:31:18,Tennis,,2025-06-27 23:44:18,Fatigant mais satisfaisant
1066,90207,2025-07-01 06:07:18,Tennis,,2025-07-01 06:50:18,
1067,90207,2025-07-06 20:54:18,Tennis,,2025-07-06 22:24:18,
1068,90207,2025-07-09 07:32:18,Tennis,,2025-07-09 08:20:18,
1069,90207,2025-07-18 00:15:18,Tennis,,2025-07-18 01:08:18,Objectif atteint !
1070,90207,2025-07-22 01:05:18,Tennis,,2025-07-22 02:01:18,Super conditions aujourd'hui
1071,90207,2025-07-24 04:44:18,Tennis,,2025-07-24 06:02:18,
1072,90207,2025-07-24 23:21:18,Tennis,,2025-07-25 00:51:18,Belle séance !
1073,90207,2025-07-25 07:44:18,Tennis,,2025-07-25 08:41:18,Fatigant mais satisfaisant
1074,90207,2025-07-28 08:28:18,Tennis,,2025-07-28 09:58:18,
1075,90207,2025-08-02 08:13:18,Tennis,,2025-08-02 09:17:18,Belle séance !
1076,90207,2025-08-05 02:51:18,Tennis,,2025-08-05 03:46:18,
1077,90207,2025-08-08 00:04:18,Tennis,,2025-08-08 00:48:18,Séance de récupération
1078,90207,2025-08-11 21:11:18,Tennis,,2025-08-11 22:34:18,
1079,90207,2025-08-16 05:55:18,Tennis,,2025-08-16 06:25:18,Séance de récupération
1080,90207,2025-08-16 06:40:18,Tennis,,2025-08-16 08:00:18,Fatigant mais satisfaisant
1081,90207,2025-08-17 18:33:18,Tennis,,2025-08-17 19:38:18,Séance de récupération
1082,90207,2025-08-20 03:22:18,Tennis,,2025-08-20 04:09:18,Séance de récupération
1083,90207,2025-08-28 01:37:18,Tennis,,2025-08-28 02:50:18,Belle séance !
1084,90207,2025-09-13 08:08:18,Tennis,,2025-09-13 09:09:18,Nouveau record personnel !
1085,90207,2025-09-30 22:11:18,Tennis,,2025-09-30 23:11:18,Bonne sortie
1086,90207,2025-10-01 00:51:18,Tennis,,2025-10-01 02:09:18,Belle séance !
1087,90207,2025-10-01 18:51:18,Tennis,,2025-10-01 19:31:18,Belle séance !
1088,90207,2025-10-09 23:20:18,Tennis,,2025-10-10 00:32:18,
1089,90207,2025-10-10 21:32:18,Tennis,,2025-10-10 22:52:18,
1090,90207,2025-10-15 01:25:18,Tennis,,2025-10-15 02:25:18,Fatigant mais satisfaisant
1091,90207,2025-10-27 08:54:18,Tennis,,2025-10-27 10:08:18,
1092,90207,2025-10-27 18:20:18,Tennis,,2025-10-27 18:57:18,Séance de récupération
1093,90207,2025-10-30 22:01:18,Tennis,,2025-10-30 22:59:18,
1094,90207,2025-11-04 03:28:18,Tennis,,2025-11-04 04:23:18,Nouveau record personnel !
1095,90207,2025-11-18 05:09:18,Tennis,,2025-11-18 05:44:18,Séance de récupération
1096,90207,2025-12-08 20:32:18,Tennis,,2025-12-08 21:04:18,Bonne sortie
1097,90207,2025-12-13 07:17:18,Tennis,,2025-12-13 07:54:18,Nouveau record personnel !
1098,90207,2025-12-21 19:48:18,Tennis,,2025-12-21 21:01:18,Super conditions aujourd'hui
1099,90207,2025-12-25 04:30:18,Tennis,,2025-12-25 05:29:18,Belle séance !
1100,90207,2026-01-12 23:22:18,Tennis,,2026-01-13 00:06:18,Fatigant mais satisfaisant
1101,90207,2026-01-23 19:12:18,Tennis,,2026-01-23 19:44:18,Séance de récupération
1102,90207,2026-01-25 08:23:18,Tennis,,2026-01-25 09:01:18,Bonne sortie
1103,90207,2026-02-02 05:46:18,Tennis,,2026-02-02 07:13:18,Reprise du sport :)
1104,90207,2026-02-09 02:31:18,Tennis,,2026-02-09 03:09:18,Belle séance !
1105,90207,2026-02-21 22:44:18,Tennis,,2026-02-21 23:15:18,Super conditions aujourd'hui
1106,90207,2026-02-22 06:57:18,Tennis,,2026-02-22 07:47:18,Fatigant mais satisfaisant
1107,90207,2026-02-28 23:55:18,Tennis,,2026-03-01 00:54:18,Séance de récupération
1108,90207,2026-03-06 05:17:18,Tennis,,2026-03-06 05:55:18,
1109,90207,2026-03-14 00:32:18,Tennis,,2026-03-14 01:10:18,
1110,90207,2026-03-20 22:16:18,Tennis,,2026-03-20 23:05:18,Séance de récupération
1111,90207,2026-05-08 01:18:18,Tennis,,2026-05-08 02:18:18,Belle séance !
1112,70933,2025-05-21 19:12:18,Tennis,,2025-05-21 20:07:18,Nouveau record personnel !
1113,70933,2025-05-25 07:46:18,Tennis,,2025-05-25 08:54:18,Reprise du sport :)
1114,70933,2025-06-01 08:47:18,Tennis,,2025-06-01 10:15:18,Reprise du sport :)
1115,70933,2025-06-04 03:13:18,Tennis,,2025-06-04 04:09:18,Objectif atteint !
1116,70933,2025-06-10 06:18:18,Tennis,,2025-06-10 07:39:18,Belle séance !
1117,70933,2025-06-17 01:14:18,Tennis,,2025-06-17 02:28:18,
1118,70933,2025-07-08 21:24:18,Tennis,,2025-07-08 22:05:18,Objectif atteint !
1119,70933,2025-07-16 19:42:18,Tennis,,2025-07-16 21:09:18,
1120,70933,2025-07-27 18:14:18,Tennis,,2025-07-27 18:59:18,
1121,70933,2025-08-08 05:58:18,Tennis,,2025-08-08 06:54:18,
1122,70933,2025-08-14 01:45:18,Tennis,,2025-08-14 02:41:18,
1123,70933,2025-08-25 05:17:18,Tennis,,2025-08-25 06:07:18,Objectif atteint !
1124,70933,2025-08-28 01:26:18,Tennis,,2025-08-28 02:31:18,Nouveau record personnel !
1125,70933,2025-09-06 20:06:18,Tennis,,2025-09-06 21:06:18,Fatigant mais satisfaisant
1126,70933,2025-09-14 00:23:18,Tennis,,2025-09-14 01:50:18,Reprise du sport :)
1127,70933,2025-09-17 22:13:18,Tennis,,2025-09-17 23:32:18,
1128,70933,2025-09-23 23:51:18,Tennis,,2025-09-24 01:06:18,Super conditions aujourd'hui
1129,70933,2025-09-30 19:07:18,Tennis,,2025-09-30 20:21:18,Fatigant mais satisfaisant
1130,70933,2025-10-01 05:38:18,Tennis,,2025-10-01 06:31:18,
1131,70933,2025-10-08 02:34:18,Tennis,,2025-10-08 03:49:18,Super conditions aujourd'hui
1132,70933,2025-10-10 23:47:18,Tennis,,2025-10-11 00:33:18,Reprise du sport :)
1133,70933,2025-10-12 18:11:18,Tennis,,2025-10-12 19:38:18,
1134,70933,2025-10-15 02:13:18,Tennis,,2025-10-15 03:04:18,Super conditions aujourd'hui
1135,70933,2025-10-19 06:42:18,Tennis,,2025-10-19 07:42:18,
1136,70933,2025-10-21 23:32:18,Tennis,,2025-10-22 00:48:18,
1137,70933,2025-10-23 00:50:18,Tennis,,2025-10-23 01:45:18,Bonne sortie
1138,70933,2025-10-24 19:23:18,Tennis,,2025-10-24 19:53:18,Super conditions aujourd'hui
1139,70933,2025-10-26 21:24:18,Tennis,,2025-10-26 22:02:18,Séance de récupération
1140,70933,2025-10-28 04:09:18,Tennis,,2025-10-28 05:21:18,Objectif atteint !
1141,70933,2025-10-29 21:41:18,Tennis,,2025-10-29 22:30:18,Reprise du sport :)
1142,70933,2025-11-02 01:09:18,Tennis,,2025-11-02 02:34:18,Reprise du sport :)
1143,70933,2025-11-10 21:15:18,Tennis,,2025-11-10 22:00:18,
1144,70933,2025-11-20 03:58:18,Tennis,,2025-11-20 05:12:18,Séance de récupération
1145,70933,2025-11-22 06:55:18,Tennis,,2025-11-22 08:08:18,Fatigant mais satisfaisant
1146,70933,2025-11-28 01:02:18,Tennis,,2025-11-28 01:56:18,Séance de récupération
1147,70933,2025-12-01 02:56:18,Tennis,,2025-12-01 03:58:18,Séance de récupération
1148,70933,2025-12-08 04:48:18,Tennis,,2025-12-08 05:56:18,Reprise du sport :)
1149,70933,2025-12-08 23:12:18,Tennis,,2025-12-08 23:54:18,Fatigant mais satisfaisant
1150,70933,2025-12-13 03:54:18,Tennis,,2025-12-13 04:47:18,Bonne sortie
1151,70933,2025-12-19 23:31:18,Tennis,,2025-12-20 00:04:18,Objectif atteint !
1152,70933,2025-12-23 01:17:18,Tennis,,2025-12-23 02:01:18,Fatigant mais satisfaisant
1153,70933,2025-12-27 19:14:18,Tennis,,2025-12-27 20:33:18,Bonne sortie
1154,70933,2026-01-02 18:07:18,Tennis,,2026-01-02 18:59:18,Séance de récupération
1155,70933,2026-01-11 18:41:18,Tennis,,2026-01-11 19:32:18,
1156,70933,2026-01-19 04:22:18,Tennis,,2026-01-19 05:34:18,Fatigant mais satisfaisant
1157,70933,2026-01-20 05:51:18,Tennis,,2026-01-20 07:21:18,Nouveau record personnel !
1158,70933,2026-02-08 00:39:18,Tennis,,2026-02-08 01:25:18,Fatigant mais satisfaisant
1159,70933,2026-02-12 19:53:18,Tennis,,2026-02-12 20:33:18,Reprise du sport :)
1160,70933,2026-02-13 20:08:18,Tennis,,2026-02-13 21:23:18,Séance de récupération
1161,70933,2026-02-24 03:15:18,Tennis,,2026-02-24 04:18:18,
1162,70933,2026-03-07 06:21:18,Tennis,,2026-03-07 07:09:18,Belle séance !
1163,70933,2026-03-20 20:24:18,Tennis,,2026-03-20 21:00:18,
1164,70933,2026-04-01 01:40:18,Tennis,,2026-04-01 02:45:18,Nouveau record personnel !
1165,70933,2026-04-11 20:00:18,Tennis,,2026-04-11 21:02:18,
1166,70933,2026-05-01 03:12:18,Tennis,,2026-05-01 04:41:18,Reprise du sport :)
1167,70933,2026-05-03 04:06:18,Tennis,,2026-05-03 05:24:18,Séance de récupération
1168,70933,2026-05-05 18:34:18,Tennis,,2026-05-05 19:36:18,Séance de récupération
1169,50866,2025-05-11 19:51:18,Randonnée,5552,2025-05-11 22:30:18,Nouveau record personnel !
1170,50866,2025-05-12 08:08:18,Randonnée,2977,2025-05-12 09:10:18,Fatigant mais satisfaisant
1171,50866,2025-05-14 00:29:18,Randonnée,5974,2025-05-14 01:42:18,Bonne sortie
1172,50866,2025-05-15 01:22:18,Randonnée,4803,2025-05-15 03:09:18,
1173,50866,2025-05-15 20:37:18,Randonnée,6883,2025-05-15 22:51:18,Bonne sortie
1174,50866,2025-06-14 22:41:18,Randonnée,8256,2025-06-15 01:32:18,Reprise du sport :)
1175,50866,2025-06-21 02:34:18,Randonnée,11599,2025-06-21 05:02:18,Reprise du sport :)
1176,50866,2025-06-27 01:38:18,Randonnée,5876,2025-06-27 02:55:18,Bonne sortie
1177,50866,2025-06-29 03:45:18,Randonnée,4061,2025-06-29 04:50:18,
1178,50866,2025-07-04 06:29:18,Randonnée,7839,2025-07-04 08:07:18,Séance de récupération
1179,50866,2025-07-06 03:11:18,Randonnée,6500,2025-07-06 05:21:18,
1180,50866,2025-07-14 04:14:18,Randonnée,6401,2025-07-14 06:25:18,Fatigant mais satisfaisant
1181,50866,2025-07-22 07:34:18,Randonnée,4133,2025-07-22 09:35:18,Séance de récupération
1182,50866,2025-07-26 22:10:18,Randonnée,10097,2025-07-27 00:43:18,
1183,50866,2025-07-27 18:11:18,Randonnée,2786,2025-07-27 19:15:18,Bonne sortie
1184,50866,2025-07-30 22:19:18,Randonnée,2698,2025-07-30 23:19:18,Objectif atteint !
1185,50866,2025-08-25 03:17:18,Randonnée,9612,2025-08-25 05:29:18,Reprise du sport :)
1186,50866,2025-08-25 04:49:18,Randonnée,5820,2025-08-25 06:23:18,Super conditions aujourd'hui
1187,50866,2025-09-10 07:41:18,Randonnée,7244,2025-09-10 09:07:18,Super conditions aujourd'hui
1188,50866,2025-09-11 20:46:18,Randonnée,9866,2025-09-11 23:06:18,
1189,50866,2025-09-12 04:26:18,Randonnée,13157,2025-09-12 07:14:18,Fatigant mais satisfaisant
1190,50866,2025-09-12 20:23:18,Randonnée,3868,2025-09-12 21:28:18,Objectif atteint !
1191,50866,2025-09-13 04:33:18,Randonnée,5393,2025-09-13 06:04:18,Fatigant mais satisfaisant
1192,50866,2025-09-13 08:09:18,Randonnée,9699,2025-09-13 10:15:18,Séance de récupération
1193,50866,2025-09-13 22:33:18,Randonnée,11168,2025-09-14 00:52:18,Séance de récupération
1194,50866,2025-09-16 01:58:18,Randonnée,2796,2025-09-16 03:20:18,Fatigant mais satisfaisant
1195,50866,2025-10-07 20:45:18,Randonnée,7057,2025-10-07 23:13:18,Belle séance !
1196,50866,2025-10-09 05:10:18,Randonnée,6936,2025-10-09 07:36:18,Super conditions aujourd'hui
1197,50866,2025-10-13 00:55:18,Randonnée,4970,2025-10-13 02:17:18,Super conditions aujourd'hui
1198,50866,2025-10-17 07:57:18,Randonnée,5865,2025-10-17 10:16:18,Reprise du sport :)
1199,50866,2025-10-20 08:12:18,Randonnée,14221,2025-10-20 11:12:18,
1200,50866,2025-10-21 05:26:18,Randonnée,7889,2025-10-21 07:47:18,Fatigant mais satisfaisant
1201,50866,2025-10-25 22:43:18,Randonnée,4943,2025-10-25 23:43:18,
1202,50866,2025-10-28 01:43:18,Randonnée,6241,2025-10-28 04:36:18,Bonne sortie
1203,50866,2025-10-29 08:04:18,Randonnée,6592,2025-10-29 09:59:18,Bonne sortie
1204,50866,2025-10-29 18:39:18,Randonnée,2041,2025-10-29 19:46:18,
1205,50866,2025-10-30 18:22:18,Randonnée,3833,2025-10-30 20:22:18,
1206,50866,2025-11-05 21:14:18,Randonnée,4534,2025-11-05 23:04:18,Super conditions aujourd'hui
1207,50866,2025-11-07 07:36:18,Randonnée,6407,2025-11-07 08:55:18,Belle séance !
1208,50866,2025-11-11 23:14:18,Randonnée,4024,2025-11-12 01:04:18,Fatigant mais satisfaisant
1209,50866,2025-11-22 00:39:18,Randonnée,6672,2025-11-22 02:53:18,Bonne sortie
1210,50866,2025-12-09 19:11:18,Randonnée,10724,2025-12-09 21:54:18,Reprise du sport :)
1211,50866,2025-12-15 04:23:18,Randonnée,8079,2025-12-15 06:38:18,
1212,50866,2025-12-23 04:07:18,Randonnée,7077,2025-12-23 06:12:18,Belle séance !
1213,50866,2025-12-26 06:39:18,Randonnée,2094,2025-12-26 07:43:18,
1214,50866,2026-01-10 18:45:18,Randonnée,10152,2026-01-10 21:08:18,
1215,50866,2026-01-13 02:24:18,Randonnée,5599,2026-01-13 04:26:18,Fatigant mais satisfaisant
1216,50866,2026-01-13 07:47:18,Randonnée,3950,2026-01-13 09:45:18,Bonne sortie
1217,50866,2026-01-30 00:23:18,Randonnée,5865,2026-01-30 02:14:18,Belle séance !
1218,50866,2026-02-12 03:51:18,Randonnée,4930,2026-02-12 06:15:18,Bonne sortie
1219,50866,2026-02-18 01:01:18,Randonnée,11737,2026-02-18 03:27:18,Belle séance !
1220,50866,2026-02-18 20:18:18,Randonnée,11663,2026-02-18 22:44:18,Bonne sortie
1221,50866,2026-03-10 05:57:18,Randonnée,8221,2026-03-10 08:02:18,Belle séance !
1222,50866,2026-03-25 05:54:18,Randonnée,6159,2026-03-25 07:53:18,Nouveau record personnel !
1223,50866,2026-03-25 23:18:18,Randonnée,5918,2026-03-26 01:29:18,Objectif atteint !
1224,50866,2026-04-04 20:45:18,Randonnée,2049,2026-04-04 21:47:18,Séance de récupération
1225,50866,2026-04-07 06:04:18,Randonnée,4560,2026-04-07 07:32:18,Reprise du sport :)
1226,50866,2026-04-10 19:27:18,Randonnée,7689,2026-04-10 21:53:18,Fatigant mais satisfaisant
1227,50866,2026-04-17 04:44:18,Randonnée,13516,2026-04-17 07:44:18,Objectif atteint !
1228,50866,2026-04-27 07:51:18,Randonnée,5343,2026-04-27 10:25:18,
1229,32690,2025-05-17 06:30:18,Badminton,,2025-05-17 07:07:18,Fatigant mais satisfaisant
1230,32690,2025-07-03 04:41:18,Badminton,,2025-07-03 05:43:18,Objectif atteint !
1231,32690,2025-07-04 23:37:18,Badminton,,2025-07-05 00:18:18,
1232,32690,2025-08-14 06:07:18,Badminton,,2025-08-14 07:22:18,Séance de récupération
1233,32690,2025-08-19 08:42:18,Badminton,,2025-08-19 10:11:18,
1234,32690,2025-08-27 07:42:18,Badminton,,2025-08-27 08:54:18,Objectif atteint !
1235,32690,2025-09-21 06:31:18,Badminton,,2025-09-21 07:01:18,Nouveau record personnel !
1236,32690,2025-09-30 06:18:18,Badminton,,2025-09-30 07:06:18,Nouveau record personnel !
1237,32690,2025-11-08 21:43:18,Badminton,,2025-11-08 22:32:18,
1238,32690,2025-11-17 07:46:18,Badminton,,2025-11-17 08:47:18,
1239,32690,2025-11-29 06:37:18,Badminton,,2025-11-29 07:07:18,Super conditions aujourd'hui
1240,32690,2025-12-07 02:23:18,Badminton,,2025-12-07 03:32:18,
1241,32690,2025-12-07 19:06:18,Badminton,,2025-12-07 20:11:18,
1242,32690,2025-12-15 22:55:18,Badminton,,2025-12-15 23:49:18,Bonne sortie
1243,32690,2026-01-04 22:33:18,Badminton,,2026-01-04 23:38:18,Fatigant mais satisfaisant
1244,32690,2026-01-29 19:13:18,Badminton,,2026-01-29 20:02:18,Reprise du sport :)
1245,32690,2026-02-05 04:25:18,Badminton,,2026-02-05 05:21:18,Reprise du sport :)
1246,32690,2026-02-07 06:43:18,Badminton,,2026-02-07 07:55:18,
1247,32690,2026-03-11 01:15:18,Badminton,,2026-03-11 01:45:18,Nouveau record personnel !
1248,32690,2026-04-03 21:47:18,Badminton,,2026-04-03 22:50:18,
1249,32690,2026-04-20 03:16:18,Badminton,,2026-04-20 04:30:18,Belle séance !
1250,55153,2025-05-11 01:41:18,Boxe,,2025-05-11 02:12:18,Nouveau record personnel !
1251,55153,2025-05-14 22:05:18,Boxe,,2025-05-14 22:38:18,Objectif atteint !
1252,55153,2025-05-19 04:33:18,Boxe,,2025-05-19 04:56:18,Fatigant mais satisfaisant
1253,55153,2025-05-28 03:41:18,Boxe,,2025-05-28 04:39:18,Reprise du sport :)
1254,55153,2025-06-04 02:30:18,Boxe,,2025-06-04 03:30:18,Objectif atteint !
1255,55153,2025-06-23 23:55:18,Boxe,,2025-06-24 00:33:18,Belle séance !
1256,55153,2025-07-01 22:38:18,Boxe,,2025-07-01 23:04:18,Séance de récupération
1257,55153,2025-07-06 20:55:18,Boxe,,2025-07-06 21:48:18,Reprise du sport :)
1258,55153,2025-07-17 22:53:18,Boxe,,2025-07-17 23:28:18,Super conditions aujourd'hui
1259,55153,2025-07-21 19:23:18,Boxe,,2025-07-21 20:01:18,Objectif atteint !
1260,55153,2025-08-06 07:49:18,Boxe,,2025-08-06 08:37:18,
1261,55153,2025-08-06 08:32:18,Boxe,,2025-08-06 09:07:18,
1262,55153,2025-08-13 19:39:18,Boxe,,2025-08-13 20:02:18,
1263,55153,2025-08-14 06:54:18,Boxe,,2025-08-14 07:19:18,Séance de récupération
1264,55153,2025-08-21 20:08:18,Boxe,,2025-08-21 20:33:18,Nouveau record personnel !
1265,55153,2025-09-01 22:02:18,Boxe,,2025-09-01 22:22:18,Séance de récupération
1266,55153,2025-09-03 00:12:18,Boxe,,2025-09-03 00:34:18,Bonne sortie
1267,55153,2025-09-18 21:20:18,Boxe,,2025-09-18 22:12:18,Fatigant mais satisfaisant
1268,55153,2025-09-19 05:16:18,Boxe,,2025-09-19 06:16:18,Bonne sortie
1269,55153,2025-09-26 02:35:18,Boxe,,2025-09-26 03:01:18,Reprise du sport :)
1270,55153,2025-09-27 21:24:18,Boxe,,2025-09-27 22:19:18,Reprise du sport :)
1271,55153,2025-10-15 05:15:18,Boxe,,2025-10-15 05:49:18,Fatigant mais satisfaisant
1272,55153,2025-10-19 03:17:18,Boxe,,2025-10-19 03:55:18,Objectif atteint !
1273,55153,2025-10-22 05:12:18,Boxe,,2025-10-22 05:58:18,Bonne sortie
1274,55153,2025-11-04 04:05:18,Boxe,,2025-11-04 04:57:18,Reprise du sport :)
